id,k=1,k=3,k=5
597482888244925439,4.311443328857422,4.581087112426758,6.457695007324219
-8804736012241496866,0.044506072998046875,0.9950122833251953,0.35263824462890625
-2784205553788283389,0.0,0.31780338287353516,0.41687488555908203
-4163667823969277427,0.0,1.2062673568725586,0.3304758071899414
3552812983800087189,59.16002082824707,59.16002082824707,60.436296463012695
2706346246917668274,0.3420848846435547,0.49541664123535156,1.6989994049072266
4653730693664545715,0.0,0.9021110534667969,1.7388992309570312
4247699626393374160,1.7541351318359375,4.433437347412109,11.228988647460938
6962670823213779451,0.0,0.029601097106933594,0.0591433048248291
9215439092645698092,0.0,0.0,0.04774463176727295
-8600080249341020165,0.0,0.0,0.7753143310546875
-6402062372968658256,0.0,0.5730819702148438,0.39240455627441406
-2245865642014600894,0.0,1.4265518188476562,1.6503629684448242
-8565901131316229741,0.0,0.10501718521118164,0.10501718521118164
-4009282103120353591,0.44175052642822266,25.657532691955566,25.244755744934082
-795369910588989768,0.0,1.2216377258300781,0.9130697250366211
-7953069587720831523,0.0,0.3483619689941406,0.3483619689941406
8898624918093963190,0.0,0.09302020072937012,0.09302020072937012
2233841196351765158,0.10247349739074707,0.11342370510101318,0.05310714244842529
-6045502999376153192,0.0,1.4885826110839844,1.4885826110839844
1349145957645931961,1.647369384765625,1.647369384765625,1.0778875350952148
-6417966771790123446,8.816842079162598,8.76784610748291,8.314475059509277
7719857027067017307,6.938180923461914,6.963552474975586,7.573457717895508
-4897276883879247528,0.0,0.4296743869781494,0.05172085762023926
5509079039427758230,0.4348154067993164,0.4348154067993164,0.8322353363037109
-2316650173778466960,0.3580665588378906,12.879587173461914,13.367584228515625
-1475701498144664345,0.5214023590087891,0.5454616546630859,1.0909538269042969
-1585390730585663097,0.5108318328857422,0.12021446228027344,0.20652008056640625
-7221336373676436275,0.0,0.0,0.33081626892089844
8995275844685777109,0.0,0.06825447082519531,0.5275802612304688
5793451997011396719,0.27371788024902344,0.3640708923339844,0.3270397186279297
7645031637168148427,0.0,0.0,1.053767204284668
-2882270841052454693,0.0,0.5648787021636963,0.5648787021636963
-8830820756194144783,0.0,8.261587142944336,8.261587142944336
670296187480398959,0.0,0.11254119873046875,0.11193656921386719
5755672890062977607,0.0,0.0,0.0
5738094460499895551,0.0,0.017980575561523438,0.5284957885742188
-7665066622706889405,0.9716339111328125,0.9716339111328125,0.6200141906738281
-2786001154506175276,0.0,0.2034931182861328,1.0584735870361328
-2834453331876889227,0.011026382446289062,0.40528106689453125,0.7015285491943359
3795038485528464805,0.0,1.2979927062988281,3.5123043060302734
8935335957693757271,1.0744380950927734,2.0873775482177734,2.0873775482177734
974786333841645225,5.667146682739258,5.667146682739258,5.667146682739258
6616912476194898827,0.0,0.278167724609375,0.00677490234375
-2555683551298886738,0.0,0.3267402648925781,0.7503929138183594
-8270110559399763842,12.099781036376953,12.099781036376953,12.099781036376953
-2761395891262138389,0.0,0.0,0.12207412719726562
-6797735977740245512,0.03950965404510498,0.296187162399292,0.2031571865081787
-1699013287606557786,0.0,0.0,0.9169273376464844
2945834115296599315,0.0,0.0,0.6779861450195312
-6152671228003344803,0.0,0.3621063232421875,0.5994853973388672
-4877500979111398944,0.0,0.0,0.0
2180908486755018025,0.0,1.3734073638916016,1.3734073638916016
-5808109178404451148,0.0,1.615102767944336,0.3053741455078125
-4812399888739059082,0.0,1.4818058013916016,3.3580551147460938
3021061585797840209,0.0,0.0,0.0
-5110171339682391983,0.0,0.12949562072753906,0.0067691802978515625
-5962963588776939557,0.0,0.0,0.0
5441411281255470421,0.033788442611694336,0.033788442611694336,0.8493560552597046
3009923076764060097,0.7907867431640625,0.7907867431640625,2.3276901245117188
4362475612973408490,0.0,0.5129489898681641,0.5129489898681641
-8985282600825632800,0.4597644805908203,0.4597644805908203,0.029743194580078125
-8379159545296212228,0.0,0.0901336669921875,0.53070068359375
4869623695825197009,0.0,0.06664466857910156,0.46297359466552734
-6287835628916867887,0.0,26.76392936706543,25.56190299987793
-3379211820178878927,0.0,0.3570089340209961,0.6713495254516602
5753468052583427636,0.0,0.44019031524658203,0.37901782989501953
8880878446675817803,0.06193685531616211,0.044817209243774414,0.20457172393798828
-8692093041318212588,0.0,2.847360610961914,3.1968917846679688
1723648347726358078,0.0,0.19556021690368652,0.0982980728149414
-6732858677617602930,0.0,0.4129142761230469,0.32697391510009766
7386212011339146581,0.0,0.4070167541503906,0.4070167541503906
-26401044024280222,2.103321075439453,1.7141799926757812,2.0883522033691406
3289087656202623707,0.15832209587097168,0.06859731674194336,0.044176578521728516
4460239715735327306,0.600341796875,0.3886070251464844,0.3886070251464844
-3662525776306974401,0.0,1.3862743377685547,1.2987060546875
5626921590597766540,5.725893020629883,6.170549392700195,4.706150054931641
-1119814472601981400,0.0,4.17793083190918,4.192005157470703
-2328419811456471739,1.2370338439941406,1.4699115753173828,6.928510665893555
-4882048206656182224,0.0,0.2831544876098633,6.848243713378906
3337615796841930253,0.0,1.4255352020263672,1.7107295989990234
6641102817171004033,0.0,1.1139678955078125,1.1139678955078125
5555636527546791159,0.9508819580078125,0.9508819580078125,0.25293540954589844
-3326304224100786071,2.9842605590820312,2.9287452697753906,8.031442642211914
5899991556453426748,0.0,0.6615486145019531,0.17510414123535156
7235646170239225566,0.0,0.13996732234954834,0.0178147554397583
-8881193089847653146,0.3066678047180176,0.3066678047180176,0.3066678047180176
5550419275923682351,0.1897258758544922,0.12374496459960938,0.17328262329101562
-5378748579860251503,0.0,0.012277483940124512,0.025795817375183105
-4384790432981809367,0.8323955535888672,0.15350723266601562,0.4658393859863281
-3346311704388045134,0.0,0.15636444091796875,0.46445274353027344
-8978955744356268921,0.0,0.0,0.07867240905761719
-1510698651428021090,20.56584596633911,20.588207721710205,20.602699756622314
3655266338260984902,0.0,0.0,0.03444671630859375
4108072275610990353,11.890573501586914,11.904851913452148,12.413888931274414
8220218936256154798,0.0,0.0,0.39815759658813477
-6250681429162438912,0.24525070190429688,0.7765989303588867,0.7888431549072266
5780054858486468208,24.48549747467041,25.01646137237549,27.38396167755127
-9053478484375274406,0.0,0.7041769027709961,21.846223831176758
4919747171209411715,0.0,0.39112281799316406,0.10564804077148438
2864275957596155312,0.4133930206298828,0.4133930206298828,0.6271562576293945
28255849811327939,0.0,0.8096370697021484,1.240309715270996
-7285582707213969170,0.0,0.986175537109375,0.986175537109375
1827422797737592316,0.0,1.5180015563964844,1.7494316101074219
-6196626817879438880,0.0,1.5035877227783203,0.5740489959716797
-2057444418581103529,0.0,0.18442916870117188,0.3182491064071655
6720421112392653904,0.0,45.35710144042969,46.692832946777344
-9182183735938852042,0.0,0.46100616455078125,1.7712898254394531
27800351459316986,1.1378173828125,0.11845016479492188,0.07584381103515625
-3358237151640751403,0.0,0.4965171813964844,0.45308685302734375
-3152230253008355728,0.0,0.19328069686889648,0.1959214210510254
-735320942951364048,0.025655746459960938,1.5129241943359375,1.1817359924316406
-1478053122978754257,0.0,0.2877922058105469,0.2877922058105469
-1886191442981300792,0.0,0.045174598693847656,0.5249242782592773
-8433756488979188283,0.0,7.436559677124023,6.819835662841797
-4269116369333243091,0.0,1.6100730895996094,1.5215320587158203
-5254581315611212759,0.0,0.007683157920837402,0.37627482414245605
3163643558857795540,0.0,0.47814345359802246,0.493776798248291
8407094926193803908,1.3902912139892578,1.34405517578125,1.34405517578125
-6881830147976483569,0.0,0.03916192054748535,0.12116897106170654
-3303356727712180810,0.0,1.2675361633300781,1.0170440673828125
-6584466910237419098,0.13162803649902344,0.2949337959289551,0.47455596923828125
