,k=1,k=3,k=5
0,-0.06607219799033623,-0.06607219799033623,-0.06607219799033623
1,0.0,0.0,0.04694892604969081
2,0.0,-0.3719162980316426,0.0593884013681065
3,-0.0006001333820085941,0.05653464450769438,0.06928028879379475
4,0.0,-0.3130686896295284,-0.16538405316858762
5,0.660358811394385,0.7135224406682732,0.7612673552743584
6,0.0,0.0,0.0
7,0.0,0.00470672087064361,-0.00524409266945447
8,0.0,0.34213160374748475,0.27239161129611095
9,0.42914418315760994,0.42914418315760994,0.007017030434173455
10,0.0,0.0,0.0
11,0.0,-0.20830857654923896,-0.29435603661598103
12,0.0,0.46464300937933917,-0.20681844029689933
13,0.11245125179374671,0.10271060733792281,0.06947580521092445
14,0.0,0.12615191300491652,0.1771147000578262
15,-0.23982928235262851,-0.6131751985245608,-0.6131751985245608
16,0.18745626428397522,0.10530517102398973,-0.24240998636721567
17,0.20163666219420628,0.2151790732925578,0.16518133084295483
18,0.010849911276187063,0.010849911276187063,-0.04096137813665107
19,-0.058176658746587395,-0.18433565095925386,-0.18433565095925386
20,0.0,0.0,0.0
21,0.13321086740053295,0.13321086740053295,0.050620932120808204
22,-0.25302351325123573,-0.30696740864330074,-0.19603582862069246
23,0.0,-0.1770769300894962,-0.18946729173583132
24,0.10521522176700637,0.07195626566017321,-0.06941448598623862
25,-0.1460153367868411,0.09325630453434419,
26,0.026177178485282115,-0.14140449725726256,0.014457450892938373
27,0.0,-0.4958322932151206,-0.4958322932151206
28,,,
29,0.0,0.0,1.7413162492066532
30,1.2173364697673978,1.4006657543771295,1.0907323556666166
31,-0.03144641956604599,0.4574293363616657,0.3837646191332509
32,0.0,0.0,-0.6580292465494675
33,0.0,-0.1124699616061604,-0.1124699616061604
34,0.0,0.0,-0.6064209364057409
35,0.024165757261237264,0.11439618431869181,0.1184162353301148
36,0.0,-0.0008382106178908,-0.04820681810620431
37,0.0,0.16659210701575966,-0.09475607458692747
38,-0.05359834308400226,-0.05359834308400226,0.019658114864733817
39,,,
40,,-0.05271296117861646,-0.14123304951980742
41,2.371159152536795,2.371159152536795,0.08021771982451203
42,-0.00838442240847903,0.27345898840933525,0.27345898840933525
43,0.0,0.0,0.42647074713845434
44,0.3052289106575866,0.1518199336864821,0.07916812867763928
45,-0.3013276280304492,0.1689483160486494,0.22562189600454519
46,0.0,-0.1582771008317969,-0.15951646764206528
47,0.0,-0.204141727162245,-0.204141727162245
48,0.0,-0.2129139311308459,-0.07797999060154803
49,0.14818094736275833,-0.053434802701401996,-0.053434802701401996
50,-0.0019588497804073346,-0.17993919999513897,-0.1468655372264771
51,0.0,0.06469260352923478,0.00593662907932202
52,0.3632570898537515,0.3788694379448876,0.14333742524557258
53,4.522181466666578,2.340537424210795,253.03434140785492
54,,,
55,0.0,-0.35882560587440326,0.05151013753030825
56,-0.4623504089972058,0.10450576533915659,-0.750397731536234
57,0.03226185385029823,-0.4335743636776701,-0.43300328941779775
58,0.22576520225644425,0.2436553696576671,0.08237508139324023
59,0.0,0.053503532648841445,0.053503532648841445
60,0.0,-0.3069166505568016,-0.3069166505568016
61,0.0,-0.13280246815865776,-0.3186329849893178
62,0.0,-2.73199830929012,-2.673439381172262
63,0.0,-0.0010412227727257806,0.11291103142535885
64,,,
65,-0.7865555237445345,-0.694224099603257,-0.8148977674011959
66,0.0,0.0,0.07357541280609026
