,k=1,k=3,k=5
67,0.3910358923373215,0.3673309284630868,0.2052279009842763
68,0.0,-3.4540417660905023,-0.449035129577497
69,0.0982739396395341,-0.05165130884006247,-0.31517748968075554
70,0.0,0.0,0.0
71,0.0,-0.180427903803834,-0.180427903803834
72,-0.005678400235212211,-0.7219467617238904,-0.38072159402493805
73,1.167101893811332,-0.5363660128533059,-1.082702500025177
74,-0.23358951714958043,0.2853283190750077,0.2802965475078102
75,-8.423631634226533,0.9198105770663749,1.1233565541399924
76,-0.30190582948807204,-0.05267443083286116,-0.023382321877249534
77,0.0,-0.001161423279026852,-0.15148680215123664
78,-0.46966087062681083,-0.46966087062681083,-0.46966087062681083
79,-0.0232877734776869,0.0691865628860156,0.20596839008982784
80,0.0,-0.011898887432001959,-0.3385849790668112
81,0.0,-0.22313801473077527,-1.3737316259484929
82,0.0993460612930272,0.05091011652953564,0.06823222502544363
83,-0.16844329020492566,-0.19647790161020418,-1.785585452122274
84,0.0,0.0445789247374363,0.06976494676796963
85,0.0,0.24811421540760525,0.24811421540760525
86,,,
87,0.0,-1.473887177844888,-1.5608490011895362
88,,,
89,1.4095130166890357,-0.13336155104050856,-0.13336155104050856
90,0.0,-0.062349172320478985,0.033241188544055444
91,0.051481434842446605,-0.5246346802065962,-0.43291306409426245
92,-0.35172020655997305,0.963809904566535,1.0205343130301394
93,-0.1873889566949281,0.7113997620067948,-0.5244015398578616
94,0.0,-0.13283840912396716,-0.44831216236079685
95,-0.22960577587506215,-0.22960577587506215,-0.23446578458613876
96,0.0,-0.34334557212047,-0.07183633946554413
97,0.006521673228660374,-0.25640199618927095,0.07301596519198023
98,0.39346476215792114,-0.3553930882876275,-0.3553930882876275
99,0.0,0.0,0.0
100,,,
101,-0.48234784711354795,-0.48234784711354795,-0.48234784711354795
102,0.0,,
103,0.0,1.4514181273027749,1.8438699829791336
104,-0.03157726698322266,0.17632682511240344,-0.10764721577294284
105,-0.12917469364603562,-0.21965126786735412,-0.21392509361873258
106,-0.09942371972367614,-0.09942371972367614,-0.09942371972367614
107,0.0,0.1800370501180103,-0.1749464868173829
108,0.0,-0.13205202022858364,-0.13205202022858364
109,-0.027215839391888264,-0.2406734930929954,-0.19547218461349986
110,0.2993156383542643,0.34922182353243814,0.4028130409217035
111,0.0,0.0,0.00461718400471145
112,-0.3785942231173765,0.03831910388506232,0.03831910388506232
113,0.0,-0.1491344396016996,0.03131768922985678
114,0.0699403885885278,0.12017319491850786,0.27078852667335085
115,-0.12653897492087063,-0.12653897492087063,0.8734610250791294
116,0.1029095630075435,0.15110747946212433,0.15204301030988188
117,,,
118,0.0,0.05882150125567001,-0.09149524784275925
119,,,
120,0.0,0.11424005910264012,0.17147043350102373
121,0.0,0.0,3.692800674842592
122,0.45876757414616565,0.21557266001644604,0.21557266001644604
123,0.0,-0.19956604409018763,-0.19956604409018763
124,0.0,-0.035066866091443494,0.03578544834388822
125,-2.4154883780364536,-2.3611808360082263,-2.3714731904653448
126,-0.046063045126449764,-0.07897118063318598,-0.17155127411864857
127,0.0,-1.8927537324217885,-0.3067863864747225
